Artwork_Id,Verdict_Type,Indigestibility_Score,Core_Stability,Camouflage_Quality,Breakthrough_Strategy,Diagnostic_Logic
302,True_Flight,0.7,0.65,0.6,Material_Civil_War,该系列通过主动拆解其已被市场认可的完美风格，发动了一场材质间的内战。它将代表不同阶级与时间性的大理石、工业废料强行并置，在接缝处制造了真实的物质冲突和无法被和谐化的张力。尽管面临被降维为“另一种风格”的风险，但其自我撕裂的动机和物质互斥的物理事实，构成了对资本收编的持续挑衅，是一场发生在画廊白盒子内的危险物质事件。
303,False_Flight,0.25,0.3,0.95,Domesticated_Spectacle,作品表面的序列性痛感被蓝筹画廊的话语消化酶完美转化为“东方禅意”与“极简美学”。其“死本能重复”的内核未能保持稳固，已融化在安全的观念阐释与装饰性消费中。资本的话语减速与领土化收编完全成功。
304,True_Flight,0.8,0.85,0.9,Haptic_Overload_to_Optic_Collapse,该作品成功利用三通道影像装置的合法伪装，将静态序列的焦虑引爆为触觉过载的视觉暴力。其不可消化的内核在于加速的终点——白屏灾难，这是一个拒绝意义阐释、强制导致视觉系统生理性崩溃的“反图像”事件。此战术成功地以感觉暴力僭越了画廊的话语消化机制。
314,True_Flight,0.85,0.95,0.9,Geometric_Epistemic_Violence,该作品以极简主义与波普符号为伪装，成功通过画廊安检。其内核是一个由靶心几何偏移引发的不可通约的拓扑学裂隙，直接对观者的视觉认知硬件发动攻击，制造了无法被PR话语抚平的神经痉挛，拒斥了资本的符号收编。
315,True_Flight,0.83,0.95,0.9,Geometric_Epistemic_Violence,战术同Fig.7。高饱和色彩是变体伪装，其内核的几何学认识论暴力并未改变，仍能有效突破体制的话语减速带。
316,True_Flight,0.84,0.95,0.9,Geometric_Epistemic_Violence,战术同Fig.7与Fig.2。作为序列变体，其逃逸效力源自同一硬核的几何学故障，成功实施了感知层面的微观突围。
317,False_Flight,0.1,0,0,Domesticated_Spectacle,该作品内核涣散，沦为浪漫主义与自拍文化的奇观结合。它主动迎合情动资本主义的消费逻辑，提供安全的自我投射体验，完全被资本话语消化，无任何突围意图或能力。
318,True_Flight,0.85,0.92,0.95,Material_Subversion; Algorithmic_Prosthesis; Topological_Glitch; Haptic_Overload,该作品以伪姿态抽象的合法外观通过画廊审美安检，在内核处保留了硅胶-油彩分子暴力、MT19937数学不可通约性、触觉僭越三重异质硬核。通过材质反噬在画廊内部制造不可逆的微观熵增，通过算法义肢战略性贬值艺术家主体性，通过触觉过载强制激活观众神经卷入。成功拒斥情动资本主义的安全消费距离，核稳固度极高。
319,False_Flight,0.15,0.1,0.9,Domesticated_Abyss,该作品的缎面质感抑制了早期镜面系列的视觉暴力，使虚空变得温驯可收藏。虚空与崇高被完全话语化，适配画廊策展黑话。130cm直径与工业级抛光使其沦为豪宅装饰品级别的恋物对象。无稳固异质内核，心甘情愿接受领土化收编。
320,False_Flight,0.25,0.15,0.92,Domesticated_Abyss,该作品将地质深时与虚空包装为反数字时代的情绪抚慰剂。粗糙/平滑的二元对立过于工整可读，沦为理论话语的标准插图。雪花石膏晶体的光学弥散构成微弱的地质学残余，但远不足以对抗资本收编。虚空已被品牌化为卡普尔商标，崇高成为可预期的风格操演。
321,True_Flight,0.85,0.9,0.95,Haptic_Trauma_Overlay,该作品以金箔宇宙奇观作为合法化伪装，成功规避了被降维为极简装饰品或政治正确符号的体制减速。其异质性内核在于被金箔覆盖的硬化纤维结痂，通过材质反噬与触觉创伤覆盖战术，迫使观者经历视觉到触觉的痉挛性切换，拒斥了资本的话语消化酶，保留了不可翻译的物理刺痛。
322,True_Flight,0.8,0.9,0.95,Algorithmic_Sovereignty,该作品是伪装成观念装饰画的特洛伊木马。其90%的合法伪装（抽象笔触、波普圆点、极简配色）极易被IAE话语消化为“拟像批判”。然而，其内核处那条不可审美的绿色中线，以“算法主权”的姿态拒斥一切话语翻译。它将观众的凝视规训为生理校验劳动，通过在蓝筹画廊内部构建自循环的感知微工厂，实施了冷峻的微观政治突围。核稳固，未被资本情动调制。
323,True_Flight,0.87,0.92,0.94,Haptic_Repulsion_Trojan,该作品以90%的Apple美学伪装（金色阳极氧化铝、极简抽象构图）获得蓝筹画廊合法性，以10%的异质内核实施突围。核由BWB-E6化学蚀刻表面的“触觉驱逐令”构成——该表面在潜意识层面发出触摸禁令，与观者对屏幕的肌肉记忆发生剧烈冲突。突围路径分三层：（1）视觉诱惑-触觉驱逐的“推-拉”机制制造感官焦虑；（2）标题中“”等符号劫持发音器官，使策展话语在源头崩溃；（3）CNC激光切割的热力学痕迹与铝作为“固化电能”的地质暴力，使作品成为资本暴力的物证而非再现。画廊话语无法消化E6的触觉阻断、标题的不可发音性、切割边缘的暴力痕迹。作品未提供安全的“痛感奇观”，而是直接施加神经层面的感觉暴力，成功突破情动资本主义的收编机制。
324,False_Flight,0.1,0.15,0.9,Domesticated_Spectacle,作品动机在于迎合，表现性厚涂与“唯灵论”意象已被转化为安全的蓝筹商品奇观，因体制背书与全球收编，核心沦为高价变现的情感抚慰剂，未能实现神经层面的逃逸。
324,True_Flight,0.55,0.6,0.95,Material_Chiaroscuro_Subversion,该作品利用超现实生物形态与昂贵工艺作为高度合法的伪装，成功进入蓝筹画廊系统。其真逃逸性不在于图像叙事，而在于物质本体论层面：穆拉诺玻璃作为过冷液体的无序性、内部微观瑕疵与青铜的凝固纪念碑性之间构成了物理-感官层面的冲突。它通过触觉想象的反向侵入和视觉上的热力学噪音，在资本的审美消化系统中植入了无法被完全语义化收编的微型痉挛点，形成了一次针对感官的、低强度的物质反噬。
325,False_Flight,0.05,0.1,0.95,Domesticated_Spectacle,该作品将“重写本”的哲学概念安全地封装在模块化的多面板结构中。其物质性毫无攻击性，完美地自我实现为策展文本所描述的“时间化石”。缺乏任何不可消化的物理痛点或神经痉挛，是一件心甘情愿被资本模块化收编的、关于“深度”的表演性商品。
326,False_Flight,0.02,0,0.98,Domesticated_Spectacle,该作品利用三联画的宗教光晕和“音乐性”通感隐喻，主动诱导叙事的、通感的安全解读。其内部的“冲突”是经过精心编排和消毒的戏剧表演，而非真正的形式暴力。内核涣散，沦为服务于体制空间和权力话语的视觉伴奏，一件完美的“机构展厅填充物”。
327,False_Flight,0,0,0.99,Domesticated_Spectacle,该作品是情动资本主义的纯粹抚慰剂。它依赖“英国风景”的怀旧消费和“罩染”的技艺恋物癖，制造了一种深度的感官麻醉。内核完全融化于画廊灯光下，毫无突围意图。它是被资本成功调制的视觉吗啡，用于缓解焦虑却绝不质疑创伤根源。
327,False_Flight,0,0,0.99,Domesticated_Spectacle,该作品是情动资本主义的纯粹抚慰剂。它依赖“英国风景”的怀旧消费和“罩染”的技艺恋物癖，制造了一种深度的感官麻醉。内核完全融化于画廊灯光下，毫无突围意图。它是被资本成功调制的视觉吗啡，用于缓解焦虑却绝不质疑创伤根源。
328,True_Flight,0.55,0.6,0.95,Material_Chiaroscuro_Subversion,该作品利用超现实生物形态与昂贵工艺作为高度合法的伪装，成功进入蓝筹画廊系统。其真逃逸性不在于图像叙事，而在于物质本体论层面：穆拉诺玻璃作为过冷液体的无序性、内部微观瑕疵与青铜的凝固纪念碑性之间构成了物理-感官层面的冲突。它通过触觉想象的反向侵入和视觉上的热力学噪音，在资本的审美消化系统中植入了无法被完全语义化收编的微型痉挛点，形成了一次针对感官的、低强度的物质反噬。
328,True_Flight,0.55,0.6,0.95,Material_Chiaroscuro_Subversion,该作品利用超现实生物形态与昂贵工艺作为高度合法的伪装，成功进入蓝筹画廊系统。其真逃逸性不在于图像叙事，而在于物质本体论层面：穆拉诺玻璃作为过冷液体的无序性、内部微观瑕疵与青铜的凝固纪念碑性之间构成了物理-感官层面的冲突。它通过触觉想象的反向侵入和视觉上的热力学噪音，在资本的审美消化系统中植入了无法被完全语义化收编的微型痉挛点，形成了一次针对感官的、低强度的物质反噬。
328,True_Flight,0.55,0.6,0.95,Material_Chiaroscuro_Subversion,该作品利用超现实生物形态与昂贵工艺作为高度合法的伪装，成功进入蓝筹画廊系统。其真逃逸性不在于图像叙事，而在于物质本体论层面：穆拉诺玻璃作为过冷液体的无序性、内部微观瑕疵与青铜的凝固纪念碑性之间构成了物理-感官层面的冲突。它通过触觉想象的反向侵入和视觉上的热力学噪音，在资本的审美消化系统中植入了无法被完全语义化收编的微型痉挛点，形成了一次针对感官的、低强度的物质反噬。
329,True_Flight,0.75,0.85,0.9,Material_Indexicality_Revolt,该作品成功利用人类世崇高景观与后殖民符号作为高伪装(90%)，进入蓝筹画廊系统。但其异质性内核在于Alla Prima技法在极地严寒下被迫产生的材质痉挛与笔触仓促感。这种非人性的物理索引性痕迹构成了对安全视觉消费的反噬，以Material_Indexicality_Revolt战术突破了话语消化酶的重围。核稳固，未被完全领土化。
330,False_Flight,0.05,0.1,0.98,Domesticated_Spectacle,该作品完美地执行了其作为高级文化商品的全部功能。其父辈血统、禅意修辞与精微的形式主义操作，构成了一套无懈可击的、供蓝筹画廊话语系统安全消化的伪装。其所谓的“数模混合制造”本体论裂变，在物质表面被平滑地审美化，未能形成任何有效的感知痛点或符号故障。它是一件关于“流变”的、高度稳定的克分子聚合体，是情动资本主义的完美潮流盲盒。
331,True_Flight,0.75,0.85,0.9,Haptic_Tectonics,该作品利用艺术微喷技术模拟的“超触感”石板，作为异质性内核，在合法的虚空派美学伪装下，实施了触觉板块学的突围战术。石板以其不可化约的物质性与施压感，制造了知觉层面的短路，成功抵制了画廊体制的话语消化与降维收编，实现了从安全视觉到不安触觉的分子式逃逸。
332,True_Flight,0.85,0.95,0.9,Scriptive_Overload,该作品利用抒情抽象的宏观美学作为高度合法的伪装(0.90)，成功潜入蓝筹画廊系统。其异质性内核在于微观层面由百万次重复书写构成的、拒绝语义解读的神经官能症式刻写密度。通过“书写过载(Scriptive_Overload)”战术，在观众企图进行视觉聚焦时实施认知资源耗竭与感觉撕裂，成功在安全的画廊空间内制造了无法被话语消化的神经性痉挛。核极稳固(0.95)。
333,True_Flight,0.72,0.88,0.95,Semiotic_Glitch,作品以高完成度的赛博格美学为合法伪装(0.95)，成功进入蓝筹画廊系统。其不可消化性在于作品名(aU>t-0)的语义黑洞和凝视权力结构的倒转。内核稳固(0.88)，通过将人类器官呈现为算法处理的“物证”，触发观众的本体论恐慌。核心战术为“符号故障”，通过在语言和凝视层面制造短路，瓦解了资本话语和传统观看契约的消化企图。
334,True_Flight,0.75,0.85,0.9,Haptic_Disgust_Subversion,该作品在90%的具象写实与东方哲学符号（阴阳）的合法伪装下，成功通过丙烯颜料的厚涂法，在图像核心（双手捧举的黑白颜料）处制造了一种无法被策展话语完全消化的“触觉-厌恶”质感。这一前符号的物质内核，通过僭越视觉中心主义的解读，对观者实施微观的感官暴力，有效抵抗了资本将其降维为安全哲学插图或情绪抚慰剂的领土化收编。
335,True_Flight,0.85,0.95,0.9,Ontological_Glitch_in_Space,该作品以高度合法的波普美学与都市异化主题为伪装(90%)，成功将异质性内核——即40cm物理厚度所引发的感知本体论故障——偷运至画廊空间。其突围路径在于利用二维矢量图形的三维非法拉伸，在观者视觉与本体感觉间制造不可调和的短路痉挛，从而拒斥了情动资本主义将其同化为安全奇观或室内装饰品的收编企图。诊断依据：内核为纯粹的物质-感知痛点，无法被IAE策展话语完全翻译与减速。
